t,x,y,z
84,429.36,657.53,110.81
84,431.36,529.88,110.9
84,439.89,626.38,112.51
84,493.16,531.38,110.05
84,496.88,203.99,109.81
84,428.66,520.71,111.64
84,429.37,444.36,112.18
84,433.98,334.37,111.82
84,441.1,251.75,109.42
84,449.55,333.59,106.26
84,457.09,490.47,111.12
84,595.41,310.08,111.05
84,668.63,231.69,114.16
84,430.86,380.5,112.04
84,431.56,387.14,112.22
84,434.69,643.19,112.43
84,447.25,276.74,112.47
84,462.66,35.56,111.56
84,494.43,209.58,112.15
84,497.43,244.5,112.48
84,502.86,282.59,114.35
84,585.34,153.09,113.8
84,610.45,292.0,112.93
84,622.63,208.83,113.1
84,689.95,182.58,112.94
84,431.29,487.4,112.41
84,433.58,365.95,112.6
84,437.73,326.42,113.19
84,443.95,625.46,114.62
84,443.65,515.27,113.83
84,448.87,87.828,112.42
84,450.23,243.77,112.82
84,454.38,631.5,114.71
84,454.75,629.77,114.74
84,457.44,534.85,113.82
84,460.93,383.88,112.05
84,479.55,181.84,114.33
84,539.49,331.46,113.68
84,565.84,340.86,112.95
84,593.87,128.06,114.61
84,608.96,307.91,114.3
84,655.06,99.713,113.35
84,436.23,430.29,115.17
84,450.93,212.2,113.56
84,454.61,617.37,116.18
84,459.6,436.42,114.95
84,464.82,448.16,114.32
84,491.04,228.98,113.33
84,494.4,548.65,116.05
84,533.09,327.59,115.38
84,591.17,139.9,114.15
84,606.4,316.87,115.53
84,634.93,125.47,113.38
84,652.51,233.76,116.14
84,445.27,47.79,113.28
84,449.94,535.87,116.59
84,456.79,462.47,115.79
84,457.89,202.71,114.25
84,463.49,105.36,116.29
84,470.16,91.314,115.34
84,470.8,181.87,115.83
84,506.29,170.58,116.73
84,543.72,14.395,118.43
84,606.18,134.1,115.44
84,609.24,201.47,115.25
84,659.68,236.18,116.84
84,702.6,227.99,117.98
84,436.51,455.39,116.5
84,441.12,417.34,116.37
84,460.08,701.54,117.09
84,487.46,236.19,117.56
84,498.66,276.6,117.97
84,525.53,321.05,116.9
84,564.74,143.27,117.65
84,583.55,128.84,118.42
84,622.61,219.01,115.92
84,437.92,694.09,115.71
84,458.14,99.564,117.38
84,468.84,625.68,119.36
84,471.39,650.03,120.06
84,586.46,336.76,116.88
84,588.21,173.84,118.26
84,596.83,331.18,118.3
84,441.62,499.52,117.59
84,446.02,164.12,116.28
84,449.42,571.62,118.0
84,464.56,617.4,120.33
84,467.64,614.51,120.35
84,470.96,638.59,120.1
84,540.53,173.09,118.93
84,561.67,143.79,118.61
84,623.6,127.01,117.11
84,454.15,310.41,117.66
84,460.66,266.3,118.93
84,459.84,293.11,119.39
84,524.0,158.96,120.42
84,613.1,214.05,122.22
84,444.97,433.78,120.43
84,444.69,638.78,119.06
84,448.98,475.15,119.65
84,452.88,454.17,119.25
84,476.25,681.8,123.84
84,476.19,695.94,122.85
84,477.13,639.3,122.29
84,580.16,167.45,122.79
84,623.16,298.44,120.19
84,709.34,236.7,122.57
84,442.22,670.3,120.82
84,459.98,324.78,122.56
84,462.49,94.704,120.26
84,468.61,259.05,121.99
84,477.06,663.73,124.27
84,496.78,153.23,123.15
84,553.49,349.69,122.37
84,666.11,85.063,120.72
84,677.83,242.45,123.89
84,450.02,418.44,122.73
84,453.8,368.55,121.03
84,458.3,552.17,122.6
84,486.29,113.78,123.23
84,510.07,568.99,126.82
84,521.73,473.54,125.85
84,531.0,334.36,123.44
84,551.59,21.35,122.23
84,601.94,199.17,122.63
84,610.01,326.43,122.89
84,642.01,112.09,122.09
84,449.94,427.77,122.99
84,452.72,413.1,124.06
84,459.51,542.14,124.69
84,463.62,592.14,125.47
84,464.15,256.31,122.72
84,493.26,82.444,123.67
84,539.02,341.0,123.6
84,577.4,159.54,122.67
84,599.0,340.27,123.46
84,448.79,650.57,123.39
84,450.57,585.0,123.04
84,451.92,439.97,124.65
84,463.13,309.76,122.9
84,465.67,316.15,125.72
84,467.28,218.84,124.33
84,492.98,628.74,126.21
84,450.35,667.93,125.9
84,577.32,356.56,125.81
84,622.95,102.59,125.87
84,455.65,425.07,125.85
84,457.02,401.03,125.47
84,469.81,561.7,129.63
84,579.67,144.85,126.93
84,619.89,324.76,126.72
84,634.49,233.04,126.2
84,695.21,80.789,128.06
84,450.45,691.71,127.14
84,469.31,221.83,125.76
84,476.8,529.34,130.57
84,495.78,635.65,130.24
84,552.62,355.78,128.2
84,590.63,180.72,127.38
84,674.42,242.85,128.66
84,453.24,682.97,128.21
84,456.85,656.88,129.19
84,461.74,532.52,126.29
84,471.64,585.38,130.92
84,500.04,674.35,130.55
84,522.81,141.45,128.87
84,657.15,89.817,127.45
84,457.34,633.28,128.82
84,466.68,166.77,127.93
84,497.65,544.73,131.61
84,540.33,139.86,130.48
84,570.31,359.76,129.3
84,597.91,354.0,129.98
84,639.23,237.12,129.13
84,464.29,424.89,127.69
84,471.02,166.25,129.92
84,471.37,26.602,129.69
84,476.15,536.61,131.38
84,501.65,568.53,132.88
84,505.04,682.25,132.63
84,548.87,37.33,131.7
84,586.24,130.83,136.91
84,593.72,195.51,130.15
84,602.78,207.22,129.53
84,650.02,268.97,131.16
84,668.9,247.5,131.9
84,707.32,69.092,133.21
84,461.13,655.24,132.52
84,460.77,613.48,131.08
84,470.09,328.71,131.33
84,470.02,343.79,131.92
84,472.16,322.28,131.65
84,472.52,308.34,131.76
84,474.93,233.03,131.44
84,481.51,534.53,132.24
84,493.16,536.63,133.48
84,496.21,284.57,131.69
84,511.06,626.08,133.47
84,545.12,354.38,132.61
84,575.68,150.78,131.76
84,633.18,327.22,132.88
84,711.22,62.73,133.16
84,474.65,167.23,130.91
84,475.6,42.664,129.87
84,495.0,95.968,132.37
84,507.06,692.06,135.47
84,571.5,257.03,132.42
84,586.85,361.97,133.3
84,679.11,67.804,132.66
84,709.81,246.82,134.01
84,720.02,242.74,135.12
84,732.92,238.23,136.06
84,463.39,620.44,132.78
84,474.9,171.69,130.6
84,476.38,278.75,133.57
84,476.81,284.77,132.32
84,481.38,565.09,134.49
84,492.1,99.463,132.96
84,492.12,533.98,134.06
84,494.48,531.04,134.51
84,514.99,626.08,134.23
84,523.42,336.17,133.61
84,535.11,476.67,135.86
84,563.07,140.31,133.88
84,582.16,166.68,133.14
84,615.23,97.919,134.29
84,734.92,87.526,135.17
84,464.01,650.99,134.07
84,477.73,148.82,133.55
84,499.31,552.56,136.51
84,505.4,527.0,137.68
84,557.15,363.31,135.95
84,558.85,246.21,136.06
84,584.44,9.4499,135.44
84,615.01,340.52,133.39
84,707.93,73.711,135.81
84,469.61,347.71,134.72
84,476.85,320.22,135.0
84,483.62,309.22,135.49
84,492.68,61.28,133.88
84,510.98,316.69,138.23
84,517.41,666.05,137.21
84,519.11,485.85,136.3
84,565.27,128.79,135.41
84,659.83,300.21,135.23
84,701.58,251.18,137.03
84,489.44,602.31,137.61
84,491.43,548.63,138.01
84,520.43,640.37,139.54
84,529.03,71.035,138.03
84,580.43,144.81,138.77
84,610.28,215.56,135.89
84,634.74,328.29,134.81
84,740.37,85.747,138.13
84,467.54,599.52,137.3
84,466.73,658.15,136.99
84,482.65,179.22,135.54
84,482.69,198.08,136.38
84,483.93,324.2,138.26
84,503.09,551.84,137.82
84,508.12,116.97,138.88
84,517.08,700.78,139.15
84,517.38,71.847,137.79
84,540.28,354.35,137.21
84,583.28,16.978,138.17
84,583.74,580.27,138.36
84,612.86,349.26,137.71
84,617.13,92.356,138.04
84,730.68,246.02,139.69
84,530.21,344.66,138.62
84,612.99,221.98,139.36
84,469.34,677.32,139.01
84,480.13,327.27,138.21
84,482.52,251.46,137.61
84,483.34,262.32,138.63
84,483.72,159.35,138.74
84,484.26,234.63,138.02
84,487.88,216.31,139.36
84,504.67,306.03,141.08
84,512.5,248.8,139.37
84,526.04,673.0,141.02
84,577.72,127.15,139.22
84,660.78,265.92,138.0
84,661.16,284.43,138.91
84,680.86,71.385,137.69
84,709.47,59.3,139.08
84,471.08,667.33,139.67
84,483.79,295.34,139.43
84,488.66,188.57,140.02
84,509.91,540.1,143.32
84,520.69,701.19,140.62
84,665.57,62.268,141.85
84,483.0,349.98,140.54
84,530.47,590.68,144.33
84,534.74,620.75,142.99
84,623.81,84.61,143.37
84,643.1,329.39,139.6
84,747.06,236.2,144.19
84,489.44,275.62,142.32
84,490.86,183.95,140.87
84,490.59,188.23,140.88
84,505.14,306.95,141.74
84,532.43,680.42,143.52
84,536.43,640.67,143.72
84,550.23,364.5,142.11
84,582.22,132.93,142.53
84,619.78,225.88,142.18
84,492.43,213.96,142.28
84,538.73,123.15,145.16
84,543.53,620.35,145.09
84,529.58,694.59,147.22
84,535.64,596.59,146.32
84,565.46,123.48,145.03
84,668.89,313.69,145.83
84,680.34,52.008,146.28
84,686.4,59.881,144.53
84,478.58,634.5,144.69
84,480.75,614.05,145.5
84,480.13,664.01,145.26
84,491.95,133.14,144.51
84,499.86,119.48,143.29
84,509.32,314.1,143.38
84,512.14,642.03,145.62
84,537.38,519.41,146.44
84,564.66,247.21,146.54
84,704.29,47.918,147.15
84,482.46,641.18,146.46
84,525.2,491.35,148.59
84,542.01,250.79,147.21
84,659.68,57.424,148.82
84,668.85,61.205,145.26
84,483.45,682.04,147.22
84,486.15,556.02,147.04
84,495.63,279.79,147.66
84,495.64,394.38,146.76
84,497.75,163.73,146.94
84,499.8,198.37,146.5
84,518.56,325.97,145.6
84,534.97,221.7,149.25
84,548.46,287.68,147.35
84,581.15,116.01,146.65
84,670.71,313.29,147.29
84,701.46,65.654,146.97
84,486.64,596.37,147.54
84,493.84,304.4,147.36
84,499.58,153.05,147.35
84,536.36,116.14,148.61
84,537.02,699.74,150.32
84,546.46,650.71,150.56
84,546.84,620.46,148.19
84,575.31,260.5,149.16
84,642.76,67.414,149.71
84,660.8,326.0,148.35
84,685.01,253.27,150.34
84,754.84,237.67,150.77
84,485.87,605.0,149.29
84,486.54,622.85,148.65
84,490.44,580.77,150.01
84,566.34,234.47,149.93
84,596.14,375.27,152.2
84,599.58,197.36,149.11
84,622.69,80.783,149.52
84,671.5,250.71,150.73
84,496.94,328.44,150.08
84,501.81,40.148,148.76
84,502.59,151.32,148.57
84,523.64,88.368,149.7
84,539.18,247.39,150.21
84,546.82,293.92,151.97
84,547.18,656.05,152.94
84,563.3,228.71,149.1
84,571.19,47.202,152.59
84,589.63,105.89,150.43
84,589.4,222.14,152.26
84,615.4,363.27,150.37
84,652.07,242.37,151.41
84,486.56,201.54,149.76
84,489.32,615.34,150.92
84,489.95,662.64,151.8
84,493.3,584.25,151.42
84,502.67,143.17,150.31
84,504.59,166.07,151.65
84,541.21,695.75,153.89
84,555.65,629.47,152.12
84,766.35,233.55,154.44
84,490.72,640.51,151.66
84,490.52,676.4,151.81
84,501.57,270.8,152.46
84,499.51,280.95,150.28
84,518.25,105.93,152.56
84,522.99,47.827,152.0
84,538.62,559.06,155.29
84,545.92,685.11,155.17
84,548.75,674.18,153.71
84,557.04,257.31,153.58
84,556.67,636.28,154.12
84,578.78,378.58,153.83
84,656.71,55.544,157.17
84,495.29,405.0,154.15
84,503.39,252.5,152.85
84,506.23,375.61,153.68
84,507.55,191.49,152.0
84,530.15,514.33,155.79
84,544.69,571.95,155.02
84,549.61,113.0,153.92
84,549.49,231.72,153.91
84,557.51,577.38,154.33
84,569.95,235.2,153.1
84,590.13,218.12,154.03
84,591.98,377.45,154.94
84,739.07,247.56,155.25
84,493.99,213.77,149.89
84,492.78,683.28,153.69
84,498.94,576.58,155.16
84,504.7,359.54,154.29
84,508.34,185.36,153.77
84,523.94,34.737,153.83
84,530.47,35.391,154.37
84,540.03,506.81,156.42
84,545.43,73.86,154.49
84,559.0,379.96,156.09
84,579.2,144.3,155.1
84,607.75,372.14,155.42
84,633.66,355.05,154.11
84,657.02,338.97,154.58
84,494.33,633.53,154.81
84,493.58,699.25,154.51
84,499.02,572.67,155.75
84,505.25,300.59,154.74
84,517.71,76.759,152.93
84,526.41,345.95,156.11
84,541.03,359.51,155.45
84,548.91,72.846,156.71
84,589.93,180.02,155.12
84,613.17,84.423,156.8
84,689.51,254.04,155.27
84,721.5,252.17,156.04
84,497.15,622.04,156.95
84,498.31,198.52,155.54
84,507.09,233.07,156.91
84,506.66,264.73,155.79
84,508.36,217.35,155.79
84,508.38,218.91,156.12
84,510.98,180.75,155.89
84,527.66,344.77,155.95
84,542.31,317.26,155.32
84,555.55,662.54,158.54
84,556.58,66.571,156.92
84,619.8,225.06,155.42
84,631.64,229.96,156.69
84,507.14,292.97,155.87
84,511.02,126.82,155.61
84,510.74,384.29,157.28
84,511.27,200.55,155.14
84,541.0,546.23,159.8
84,593.94,619.46,158.1
84,778.7,208.98,160.61
84,500.76,653.18,158.33
84,502.22,649.11,159.5
84,512.34,42.944,154.97
84,518.55,387.6,158.96
84,533.45,228.32,159.67
84,546.6,371.01,158.67
84,554.44,379.27,158.5
84,556.67,688.23,161.66
84,562.61,649.49,160.15
84,570.3,387.01,160.08
84,577.17,159.56,158.69
84,608.15,207.38,160.62
84,675.19,46.053,159.23
84,502.42,595.07,159.59
84,503.16,640.51,160.26
84,500.85,655.98,158.82
84,502.63,674.81,159.72
84,502.33,689.72,159.85
84,508.63,309.05,158.17
84,512.6,166.08,158.78
84,513.31,370.83,159.24
84,581.97,163.45,159.31
84,648.36,353.95,160.87
84,669.12,47.223,159.68
84,509.9,318.37,159.26
84,510.77,332.35,160.31
84,515.9,157.07,159.43
84,575.37,127.04,159.94
84,588.06,106.34,160.33
84,738.55,36.383,163.41
84,504.23,627.39,161.29
84,503.92,648.17,160.24
84,515.29,209.84,160.13
84,512.71,232.7,158.4
84,515.08,305.22,162.72
84,515.63,388.81,159.65
84,526.71,373.65,163.89
84,539.54,103.26,162.35
84,546.06,550.45,163.71
84,563.54,213.24,162.32
84,586.72,387.72,163.61
84,645.64,354.81,161.26
84,718.01,26.501,161.93
84,733.24,35.202,162.93
84,514.51,410.18,161.8
84,517.98,278.2,162.71
84,518.62,52.578,159.35
84,551.74,556.67,163.76
84,552.72,450.6,163.72
84,558.57,697.37,164.39
84,566.26,655.37,163.0
84,566.44,665.53,163.96
84,630.14,366.23,162.61
84,725.45,33.606,164.84
84,515.94,242.69,163.2
84,548.09,545.99,164.75
84,570.48,116.19,161.83
84,577.65,130.93,162.64
84,679.5,312.36,162.66
84,518.54,219.4,162.82
84,520.18,144.95,163.88
84,545.08,246.72,164.46
84,559.91,694.65,165.46
84,562.1,686.75,164.37
84,515.79,303.52,163.65
84,520.15,189.69,164.36
84,559.5,444.96,164.87
84,564.53,677.06,165.87
84,569.47,624.6,164.23
85,249.65,627.57,4.5704
85,250.16,592.0,4.028
85,258.96,356.85,4.9417
85,262.49,132.37,4.5493
85,274.11,76.619,4.2438
85,372.64,439.81,5.3593
85,251.16,685.41,5.6221
85,254.18,565.6,5.0112
85,257.87,439.74,5.1926
85,257.11,512.57,5.3121
85,261.09,325.78,5.3539
85,263.86,146.25,4.9141
85,265.01,118.67,4.7121
85,266.51,311.01,4.8418
85,268.67,189.84,5.0249
85,268.75,13.775,4.8341
85,269.38,21.918,4.26
85,270.09,90.251,4.7741
85,326.02,476.18,5.6347
85,370.89,459.21,4.4628
85,377.99,460.13,4.4897
85,248.43,61.716,5.1446
85,248.93,177.19,5.8396
85,254.78,640.57,6.1369
85,255.92,647.7,6.6376
85,262.89,558.15,5.7607
85,262.84,345.91,6.5511
85,263.66,469.19,5.0933
85,265.6,335.71,6.2885
85,268.04,485.18,5.6111
85,269.72,204.5,5.2067
85,271.18,547.5,5.814
85,271.86,185.67,6.6776
85,270.69,478.37,5.7527
85,273.96,86.676,5.3665
85,273.85,526.71,6.0919
85,274.6,304.44,6.2641
85,286.66,47.413,6.9909
85,321.09,475.21,6.2606
85,339.79,386.55,6.4922
85,370.34,485.71,6.0878
85,372.68,369.16,6.5951
85,393.16,414.32,6.5034
85,258.68,422.73,6.9036
85,264.65,521.86,6.7024
85,274.8,300.41,6.8318
85,282.47,112.93,7.1133
85,287.64,52.783,8.105
85,292.84,697.65,8.5671
85,313.5,391.38,8.0962
85,265.28,617.43,7.5076
85,264.53,371.9,6.9609
85,267.85,447.5,7.4269
85,272.67,238.03,7.9732
85,272.38,157.13,7.3006
85,277.33,282.82,7.7426
85,277.08,463.3,7.4709
85,276.13,549.3,7.5864
85,276.32,568.53,8.2685
85,291.52,50.829,8.9769
85,296.25,35.854,8.4916
85,310.9,447.0,9.0546
85,314.12,506.02,9.722
85,321.07,367.23,8.9316
85,344.83,345.43,9.4305
85,389.52,493.95,7.9439
85,395.4,471.21,8.2272
85,396.82,440.22,8.4857
85,398.84,388.03,8.893
85,399.78,457.16,8.441
85,262.27,695.82,9.964
85,264.22,645.18,10.025
85,271.68,538.85,8.8422
85,274.43,259.07,9.2991
85,274.74,188.9,8.086
85,278.13,599.56,8.8564
85,280.91,453.44,9.0024
85,293.74,386.15,9.7372
85,292.91,45.853,8.9698
85,297.09,374.64,9.5496
85,309.12,453.73,9.3041
85,314.33,352.34,10.254
85,313.71,489.86,9.2908
85,314.68,514.36,10.257
85,326.87,348.53,11.181
85,341.08,518.48,10.493
85,368.32,329.05,11.454
85,379.92,328.9,9.5781
85,268.85,434.03,9.5617
85,278.12,247.02,8.9524
85,279.81,200.02,9.4712
85,280.04,425.07,10.094
85,281.16,65.117,8.5386
85,283.73,675.06,11.566
85,292.25,144.09,12.855
85,297.96,313.8,10.884
85,307.38,337.98,10.732
85,313.36,20.201,10.045
85,386.81,328.77,10.83
85,396.95,498.98,10.708
85,398.66,372.64,10.529
85,267.64,566.88,10.389
85,266.54,663.27,11.66
85,271.72,386.16,11.584
85,272.45,400.36,8.2825
85,272.01,618.12,10.907
85,277.19,405.21,9.3317
85,279.84,554.83,11.695
85,280.94,171.16,11.706
85,281.16,420.24,9.9707
85,282.23,615.35,12.403
85,283.02,636.88,12.774
85,281.75,646.05,12.408
85,284.87,663.24,12.486
85,289.84,290.48,13.253
85,294.76,399.86,12.356
85,302.95,315.37,12.0
85,303.52,471.22,12.112
85,361.02,549.89,13.238
85,385.66,508.93,10.65
85,393.15,346.84,11.439
85,395.73,355.14,12.309
85,408.28,485.59,11.85
85,265.78,647.13,11.191
85,282.13,123.52,11.941
85,282.71,443.05,12.005
85,293.92,142.21,12.117
85,301.79,191.94,13.644
85,302.55,441.97,13.51
85,302.27,226.36,13.845
85,303.68,239.72,13.295
85,323.51,538.9,13.795
85,395.64,515.93,13.057
85,268.04,686.73,12.409
85,271.32,584.4,12.05
85,269.67,565.49,11.305
85,282.53,209.25,12.36
85,281.76,235.87,12.088
85,284.09,227.36,13.635
85,284.53,76.239,12.024
85,286.07,100.53,13.036
85,301.65,163.88,13.97
85,303.41,483.26,12.493
85,303.08,500.08,13.838
85,310.41,238.96,15.074
85,336.98,550.4,15.456
85,416.19,468.08,12.895
85,284.01,434.2,13.644
85,286.63,515.34,15.965
85,286.62,93.561,13.726
85,292.4,347.54,13.417
85,295.51,93.335,13.762
85,301.08,157.43,15.268
85,305.89,195.5,15.059
85,309.83,405.84,16.05
85,355.3,305.57,15.691
85,272.78,615.68,12.672
85,284.42,258.39,13.892
85,284.21,457.59,13.256
85,293.79,402.74,14.766
85,298.95,109.1,17.537
85,340.35,320.08,15.215
85,356.08,571.41,17.439
85,370.63,565.57,16.578
85,406.36,360.89,16.353
85,283.62,537.92,16.496
85,285.53,172.78,14.784
85,287.17,188.39,15.123
85,288.09,494.6,16.415
85,298.84,70.48,18.309
85,312.53,524.62,17.614
85,320.47,292.23,18.513
85,329.3,13.779,18.237
85,383.5,302.85,16.827
85,424.21,491.15,16.693
85,274.11,695.61,17.242
85,288.77,511.27,17.99
85,289.5,228.71,17.188
85,289.44,277.26,16.779
85,305.61,144.56,17.585
85,308.93,543.92,19.426
85,312.83,208.56,18.539
85,322.43,571.0,19.064
85,348.47,307.94,17.985
85,349.73,305.88,17.8
85,359.6,286.59,18.286
85,361.26,287.22,18.271
85,376.97,292.53,18.602
85,386.94,538.47,19.052
85,414.47,408.14,16.545
85,431.35,467.39,17.562
85,276.52,661.6,18.525
85,279.35,584.18,18.448
85,291.3,285.53,16.721
85,293.48,211.97,16.779
85,294.41,415.33,18.666
85,297.08,358.53,18.057
85,298.06,64.758,16.619
85,308.09,150.17,18.958
85,310.09,185.54,18.869
85,310.7,555.24,19.167
85,311.91,167.97,19.232
85,317.24,246.59,20.498
85,317.31,241.96,18.133
85,323.68,272.34,19.835
85,343.29,297.81,19.962
85,428.99,439.59,18.244
85,435.32,478.66,18.363
85,281.31,524.31,17.7
85,288.03,624.09,19.78
85,294.73,149.92,20.346
85,311.32,593.44,20.995
85,312.72,155.22,20.962
85,313.38,196.51,19.224
85,347.13,596.84,22.425
85,361.56,587.51,20.595
85,373.85,572.52,21.145
85,394.27,313.53,19.997
85,397.08,321.42,19.607
85,280.03,669.67,19.306
85,287.8,563.58,18.513
85,292.79,640.36,21.61
85,294.37,527.7,20.388
85,296.85,115.14,19.732
85,297.81,304.76,19.59
85,320.86,587.64,21.903
85,324.0,221.51,21.741
85,277.66,699.12,20.512
85,297.64,126.19,19.594
85,308.43,134.1,22.235
85,315.09,159.26,21.967
85,391.59,561.27,23.606
85,288.27,544.42,21.456
85,291.48,559.47,20.92
85,293.64,513.07,22.357
85,297.41,151.69,22.229
85,297.22,428.59,21.724
85,297.42,564.63,20.482
85,300.56,264.41,21.077
85,307.94,580.46,22.999
85,313.57,617.05,23.69
85,344.04,278.26,23.051
85,388.66,566.4,24.866
85,413.6,350.84,23.35
85,289.23,676.94,24.364
85,294.81,642.51,23.154
85,299.39,249.12,22.548
85,320.77,176.54,27.032
85,324.32,188.92,24.389
85,329.29,225.67,23.948
85,366.53,267.51,24.551
85,371.95,271.79,24.66
85,374.51,272.1,24.787
85,381.42,281.01,24.056
85,287.42,568.59,22.941
85,291.17,581.78,24.47
85,290.96,603.44,24.287
85,296.64,685.59,25.737
85,315.5,122.67,27.241
85,334.99,232.69,25.467
85,345.81,271.11,24.382
85,351.36,611.86,25.247
85,377.59,587.1,26.127
85,447.44,467.16,23.958
85,449.48,483.55,25.239
85,295.24,542.64,25.478
85,296.42,654.54,25.811
85,301.54,183.53,24.984
85,302.99,224.0,24.514
85,303.59,328.41,24.159
85,304.58,588.88,25.811
85,305.86,107.41,26.342
85,306.88,255.35,26.141
85,307.11,71.927,25.241
85,312.29,229.24,25.394
85,311.98,628.1,26.523
85,363.15,606.44,27.461
85,399.73,307.01,25.715
85,294.07,667.17,26.349
85,294.24,692.27,26.178
85,299.42,646.8,26.661
85,301.66,639.12,26.008
85,306.18,361.35,25.382
85,307.93,81.072,25.359
85,308.84,647.03,28.238
85,344.66,250.71,28.13
85,360.6,614.87,28.961
85,420.08,352.36,27.941
85,297.21,618.67,27.053
85,302.83,452.94,28.173
85,307.87,157.73,27.221
85,306.63,280.34,26.783
85,327.63,635.96,30.13
85,329.21,172.49,28.064
85,334.25,193.19,28.332
85,334.54,214.19,29.035
85,416.11,337.86,28.521
85,450.6,457.06,27.012
85,297.57,625.71,26.368
85,300.56,513.19,26.901
85,308.3,198.82,26.807
85,311.17,256.6,29.069
85,318.66,100.56,29.624
85,350.33,266.11,28.696
85,396.14,291.06,29.155
85,307.28,314.96,29.489
85,306.43,400.78,29.201
85,308.64,178.73,29.391
85,311.01,298.02,28.374
85,311.84,68.864,29.702
85,320.62,661.36,30.78
85,330.14,177.48,29.625
85,381.21,601.04,31.049
85,384.92,263.07,32.154
85,306.16,409.72,29.277
85,304.63,472.78,29.375
85,310.75,106.93,29.463
85,316.56,84.389,31.127
85,341.77,202.03,32.407
85,383.97,597.05,31.397
85,390.16,270.84,32.866
85,435.87,387.94,31.011
85,456.82,463.49,31.063
85,297.93,695.65,29.617
85,301.89,671.5,31.281
85,304.62,530.75,32.035
85,307.73,315.78,29.828
85,311.31,212.36,30.479
85,322.61,98.78,32.51
85,330.24,150.99,34.747
85,422.37,345.97,31.841
85,302.62,681.44,33.333
85,313.29,251.92,32.373
85,317.27,120.68,30.717
85,340.8,21.674,31.483
85,356.72,240.5,33.405
85,359.24,235.27,33.598
85,430.05,360.98,33.586
85,308.19,491.24,32.029
85,315.84,285.76,34.259
85,330.73,673.86,35.615
85,334.84,162.66,34.432
85,357.88,231.96,33.613
85,398.15,284.38,34.216
85,305.52,579.47,33.476
85,315.99,154.69,34.404
85,316.1,173.93,32.556
85,342.32,177.03,35.548
85,426.43,558.3,36.123
85,306.44,604.74,34.893
85,309.92,454.85,35.262
85,311.83,409.26,33.735
85,315.84,284.49,34.074
85,318.01,276.2,34.768
85,364.67,635.89,36.725
85,409.64,296.38,37.313
85,452.18,425.43,36.235
85,313.68,418.99,35.558
85,317.9,181.79,36.095
85,317.68,108.13,34.05
85,319.48,258.44,36.407
85,328.99,680.44,38.779
85,344.16,165.6,37.961
85,374.22,233.28,37.771
85,409.5,592.73,37.191
85,435.02,549.72,37.877
85,455.17,435.67,36.632
85,309.47,592.0,36.241
85,309.1,618.17,37.484
85,312.16,445.57,36.925
85,316.74,330.66,37.002
85,317.06,288.47,35.088
85,318.84,386.22,37.535
85,332.19,309.03,38.301
85,354.13,197.43,38.859
85,370.71,375.32,38.205
85,311.08,505.4,38.606
85,311.47,655.54,38.813
85,312.26,477.88,37.704
85,312.51,538.18,37.433
85,316.94,346.66,37.117
85,319.8,371.57,38.694
85,320.93,221.09,37.515
85,321.52,72.669,36.311
85,324.92,91.721,38.72
85,341.38,145.06,39.803
85,342.88,652.68,40.46
85,365.59,324.51,38.652
85,383.85,266.69,37.81
85,312.75,689.07,39.085
85,324.92,144.92,39.945
85,324.53,165.1,39.748
85,327.21,114.03,39.736
85,329.75,65.308,39.456
85,353.96,364.31,39.316
85,361.24,203.31,40.766
85,381.27,235.51,39.994
85,390.43,609.58,41.09
85,314.48,544.38,40.348
85,315.33,603.74,40.806
85,315.41,466.44,39.669
85,328.45,94.766,40.087
85,334.25,698.84,42.703
85,347.76,158.66,41.079
85,348.68,380.37,40.91
85,376.73,221.98,42.169
85,313.78,673.69,41.032
85,320.59,407.81,39.682
85,326.62,139.35,40.937
85,327.17,310.84,40.164
85,352.17,173.07,43.385
85,390.36,618.37,44.579
85,420.46,579.59,43.108
85,438.19,356.91,41.79
85,321.74,417.76,42.573
85,322.55,378.07,40.294
85,326.98,182.36,41.511
85,329.08,301.98,40.935
85,341.98,46.209,44.243
85,347.43,684.3,44.285
85,349.05,153.61,43.65
85,361.48,186.91,43.617
85,415.5,587.55,43.209
85,463.51,458.02,42.958
85,316.73,528.2,43.006
85,321.66,480.86,44.738
85,330.44,195.2,43.148
85,329.51,150.47,41.324
85,367.66,325.76,41.009
85,388.53,623.84,45.005
85,317.03,603.46,42.238
85,319.31,634.66,44.579
85,320.31,506.74,44.676
85,320.34,586.4,44.317
85,322.01,482.32,44.924
85,327.5,337.48,43.9
85,331.53,225.77,42.626
85,330.59,137.18,41.576
85,337.5,94.578,43.795
85,427.47,574.39,45.398
85,441.54,550.91,45.814
85,322.08,547.46,44.899
85,341.3,105.08,47.675
85,380.22,214.52,47.621
85,320.62,655.41,46.52
85,323.53,533.31,44.888
85,327.63,434.38,46.561
85,328.74,366.26,45.779
85,356.63,318.22,46.38
85,356.55,154.81,47.823
85,361.99,670.93,48.01
85,332.67,405.48,48.719
85,334.74,203.8,45.887
85,336.6,118.51,47.074
85,377.72,203.52,48.399
85,407.62,343.98,48.487
85,426.81,309.99,47.772
85,427.46,312.56,47.775
85,449.17,382.77,49.434
85,323.5,690.61,48.431
85,324.02,687.41,48.759
85,324.63,562.52,47.825
85,325.92,679.5,48.033
85,354.02,686.4,48.724
85,419.77,286.44,49.381
85,457.32,415.04,49.732
85,327.51,509.18,48.595
